cohort,seq,bin,n_subjects,bic,rss,gas_shift_ppm,gas_a,gas_a_te,gas_phi_deg,gas_ppm_from_gas,gas_fwhm_hz,gas_fwhm_ppm,gas_wL_hz,gas_wG_hz,gas_T2s_ms,rbc_a,rbc_a_te,rbc_phi_deg,rbc_ppm_from_gas,rbc_fwhm_hz,rbc_fwhm_ppm,rbc_wL_hz,rbc_wG_hz,rbc_T2s_ms,mem_a,mem_a_te,mem_phi_deg,mem_ppm_from_gas,mem_fwhm_hz,mem_fwhm_ppm,mem_wL_hz,mem_wG_hz,mem_T2s_ms,ratio_rbc_gas,ratio_mem_gas,ratio_rbc_mem,ratio_rbc_gas_te,ratio_mem_gas_te,ratio_rbc_mem_te,model,mem1_a,mem1_a_te,mem1_phi_deg,mem1_ppm_from_gas,mem1_fwhm_hz,mem1_fwhm_ppm,mem1_wL_hz,mem1_wG_hz,mem1_T2s_ms,mem2_a,mem2_a_te,mem2_phi_deg,mem2_ppm_from_gas,mem2_fwhm_hz,mem2_fwhm_ppm,mem2_wL_hz,mem2_wG_hz,mem2_T2s_ms
ALL,v2,10,4,-9103.147903199178,0.12671465941475946,-0.04485134820766519,0.07157707306142143,0.077053248237591,2.2900532094630957,0.0,34.50942791920446,1.9594231483603521,34.50942791920446,0.0,9.223852882436558,0.18919738676309145,0.283367252303533,-80.25911376339333,218.26511237208484,189.09148382298332,10.736492978904817,189.09148382298332,0.0,1.6833644738954732,0.6837181810789644,0.9589828148701787,-114.33591829714825,197.78537463083345,158.3719654286962,8.992258458727486,108.1760220668218,87.0278182396151,2.009887831613123,2.643268000086259,9.55219530270894,0.2767183790030597,3.677551028475529,12.445715616208531,0.2954873100013722,M2,,,,,,,,,,,,,,,,,,
ALL,v2,10,4,-9103.097536432628,0.1241693075378147,-0.05128968817099866,0.0717019369529485,0.07719978429120512,2.646771300640396,0.0,34.5829184577647,1.9635958939294047,34.5829184577647,0.0,9.204251705145563,0.22988036948453447,0.36060126027596295,-75.34045827667852,217.7236916437984,210.74631209324758,11.966040217006414,210.74631209324758,0.0,1.51039362455344,1.492584511142002,2.527598588962254,nan,197.7710194208486,201.10000000000036,11.418328813152671,201.10000000000036,0.0,1.5828437900735461,3.2060552232415165,20.81651590697543,0.15401497722138968,4.671013832315124,32.74100584825348,0.14266555688496946,M3,0.4164496717740385,0.9467183058420772,-293.71579014538565,195.56020927469336,384.422836060589,21.82728167789399,384.422836060589,0.0,0.8280202327356582,1.0761348393679635,1.5808802831201767,-117.4636153191215,197.85234917710517,180.0351652955513,10.222281030705588,180.0351652955513,0.0,1.7680428468585194
ALL,v2,11,4,-8999.737687632945,0.14020728663104648,-0.03510197086139011,0.06129728532931531,0.06563690689685572,1.6493338716469041,0.0,32.01944020589089,1.8180432455690818,32.01944020589089,0.0,9.941144633916133,0.178044297259488,0.26907321504212606,-78.85536106012208,218.7262588370364,193.30357272356486,10.975652680829585,193.30357272356486,0.0,1.6466839267321356,0.6193335925416146,0.8714190670236277,-112.2226573666555,197.70697590468868,159.84724140436097,9.076023680906923,98.73779847978751,96.69854397505621,1.991338001126784,2.9046033001781018,10.103768694066774,0.2874772164849507,4.099419484604259,13.27635789408858,0.30877590957604145,M2,,,,,,,,,,,,,,,,,,
ALL,v2,11,4,-8986.72675772866,0.1391443314647025,-0.0396545586646236,0.061277660286058785,0.06561580892474192,1.9187675215986653,0.0,32.01884417374368,1.8180094032466552,32.01884417374368,0.0,9.941329688746649,0.20813699649081796,0.32608813238053214,-73.60764758106576,218.1650532614032,210.16465924790762,11.933014342102398,210.16465924790762,0.0,1.5145737981014034,1.8990452832244369,3.0796470899307393,nan,197.72843490264938,227.0,12.888914174965945,227.0,0.0,1.4022461946422498,3.3966211425042117,30.99082560200959,0.10960086014242741,4.969658040100352,46.93452904715298,0.10588490267171029,M3,1.2203008878525574,1.8650563445363413,-136.63792884245174,198.15611088220217,198.5662974337815,11.274466809095905,198.5662974337815,0.0,1.603040849819651,0.6787443953718796,1.214590745394398,25.619717501800096,195.37894802845358,272.3973597233367,15.466547096746309,272.3973597233367,0.0,1.1685498218745054
ALL,v2,12,4,-8921.307266749653,0.1513907194889214,-0.1273191079725093,0.05839883516021589,0.06298815870446127,4.546400407913409,0.0,35.41235302042445,2.010690655567607,35.41235302042445,0.0,8.988668050389142,0.18580948223994467,0.278166464079483,-79.2864827531506,218.61916813932592,188.87847048462348,10.724398218392734,188.87847048462348,0.0,1.6852629384761149,0.5880623179739939,0.8199665242732239,-111.9616418598886,197.89110114446947,155.61168133859113,8.835531301300664,97.09337345389257,93.34307206986936,2.0455397913938675,3.181732678916977,10.06976108959465,0.31596903348628064,4.416170750198184,13.0177884405303,0.3392412444227957,M2,,,,,,,,,,,,,,,,,,
ALL,v2,12,4,-8909.54020384443,0.15006023108602606,-0.1309360416889435,0.05862752571771691,0.06325401600491093,4.724012848187444,0.0,35.554423800338,2.018757343184683,35.554423800338,0.0,8.952750520478542,0.20948658012779464,0.3259262761089256,-82.39065340698892,218.6782026418429,206.90682242304987,11.74803646002471,206.90682242304987,0.0,1.53842141334983,1.6754377376593113,2.641892109845556,nan,197.63474896261107,229.30000000000018,13.019506697443585,229.30000000000018,0.0,1.3881809253545156,3.5731779153778778,28.57766411167175,0.12503393914265068,5.152657438914571,41.766393293359336,0.12336850354119083,M3,0.7265761912644096,1.1998020244278402,-208.18751120950145,199.9518368825378,234.78560169708678,13.330975637847976,234.78560169708678,0.0,1.3557470470206447,0.9488615463949016,1.4420900854177157,-63.50235944586738,196.77246356065157,195.94121837662516,11.125416506584061,195.94121837662516,0.0,1.6245172344083145
ALL,v2,13,4,-9054.595993664654,0.13287974459160562,-0.11191155745682545,0.054273004459912545,0.05861030246913979,3.752267925205559,0.0,35.989399878751605,2.0434550054879264,35.989399878751605,0.0,8.84454553996948,0.17986100167911803,0.2745011201825062,-79.79546611197618,218.70332986828708,197.90027874888145,11.236650696018371,197.90027874888145,0.0,1.6084357646999516,0.5685314050272863,0.7881845089292748,-110.92012652553699,197.86393683266812,152.91778129599226,8.682573387446066,101.10630390218843,86.95036067736967,2.0815753634801992,3.314004880860577,10.475399522928907,0.3163607147972516,4.683496051347626,13.44788331956279,0.3482701284695481,M2,,,,,,,,,,,,,,,,,,
ALL,v2,13,4,-9055.912690797395,0.1300364950970918,-0.12393050859325058,0.054287404613541354,0.05863106345632415,4.355783048258246,0.0,36.0309978997838,2.0458169143995226,36.0309978997838,0.0,8.834334454714082,0.22584942735392097,0.3624561194633433,-70.65413482761363,217.7629998172443,221.42894440746676,12.572593217273765,221.42894440746676,0.0,1.437526096850494,1.1963581628547622,2.0786358600136556,nan,197.72559593476942,190.5,10.81646762260358,190.5,0.0,1.6709180377101873,4.160254647679095,22.03749048920907,0.18878078017622812,6.181980985784891,35.452808417198284,0.1743721093414419,M3,0.3293313847791266,0.8279374689275448,-273.01005783063425,195.50667080304697,431.53137323022594,24.502074155813123,431.53137323022594,0.0,0.7376286080918836,0.8670267780756356,1.250698391086111,-109.57282341765017,197.77570087612648,171.50701670971026,9.738058232492977,171.50701670971026,0.0,1.8559583875367405
ALL,v2,14,4,-9086.763022411567,0.12876254290113642,-0.11711024546164912,0.05321004607449823,0.057950809712166006,2.734144925817175,0.0,39.95132087064915,2.2684103342657385,39.95132087064915,0.0,7.967443359742379,0.1734170912885657,0.2633412879919651,-74.6172159311461,218.51622512644067,195.5505136096313,11.103232540903296,195.5505136096313,0.0,1.6277629769831155,0.5406982980535648,0.7549494107289463,-110.63172255470924,197.85966763430415,156.24769374771586,8.87164367731574,99.69340459768368,91.90371713222157,2.0372133408749526,3.259104324881963,10.161582970564334,0.3207280139642421,4.54422102641786,13.027417813119092,0.3488197808349757,M2,,,,,,,,,,,,,,,,,,
ALL,v2,14,4,-9086.246331536482,0.12623364011215116,-0.12836095625003677,0.05330297851328218,0.058062827895958555,3.267414931525758,0.0,40.03844622302908,2.273357255804455,40.03844622302908,0.0,7.950105866014028,0.2111799300185208,0.3354844257326245,-68.53765381250665,217.83356443256065,216.6683975445078,12.30229242457517,216.6683975445078,0.0,1.4691108153804655,1.168829697876864,1.9890003673470256,nan,197.89593400756632,197.94999999999982,11.239473836715888,197.94999999999982,0.0,1.6080317564222835,3.9618786024480492,21.928037240650855,0.18067638972736694,5.777955326836152,34.2560023240871,0.16866986614995017,M3,0.3221017241985117,0.7538782248780614,-291.68003385250586,194.62836095694067,398.0574850877976,22.6014482907463,398.0574850877976,0.0,0.7996580848456665,0.8467279736783522,1.235122142468964,-115.25354125619496,197.98880759986534,176.7301736671159,10.034625729173055,176.7301736671159,0.0,1.8011066224794778
