key,phi_k0_deg,gain,insp_bin,snr_resolve,apod_L2_fit,apod_L2_theory,EI_lung_vox,EI_snr_med,EI_sigma0,EI_resolvable_frac,EI_lung_out_support_frac,EI_oow_lung_pct,EI_oow_lung_pred_pct,EI_oow_lung_excess_pct,EI_oow_lung_excess_th_pct,EI_snr_lung_med,EI_oow_in_pct,EI_oow_in_pred_pct,EI_oow_in_excess_pct,EI_oow_in_excess_th_pct,EI_snr_in_med,EI_oow_out_pct,EI_oow_out_pred_pct,EI_oow_out_excess_pct,EI_oow_out_excess_th_pct,EI_snr_out_med,EI_oow_rim_pct,EI_oow_rim_pred_pct,EI_oow_rim_excess_pct,EI_oow_rim_excess_th_pct,EI_snr_rim_med,EI_oow_excess_resolvable_pct,EI_phase_med_deg,EI_corr_rbcfrac_gmean,EI_corr_rbcfrac_gasbin,EE_lung_vox,EE_snr_med,EE_sigma0,EE_resolvable_frac,EE_lung_out_support_frac,EE_oow_lung_pct,EE_oow_lung_pred_pct,EE_oow_lung_excess_pct,EE_oow_lung_excess_th_pct,EE_snr_lung_med,EE_oow_in_pct,EE_oow_in_pred_pct,EE_oow_in_excess_pct,EE_oow_in_excess_th_pct,EE_snr_in_med,EE_oow_out_pct,EE_oow_out_pred_pct,EE_oow_out_excess_pct,EE_oow_out_excess_th_pct,EE_snr_out_med,EE_oow_rim_pct,EE_oow_rim_pred_pct,EE_oow_rim_excess_pct,EE_oow_rim_excess_th_pct,EE_snr_rim_med,EE_oow_excess_resolvable_pct,EE_phase_med_deg,EE_corr_rbcfrac_gmean,EE_corr_rbcfrac_gasbin,R_bins_cv,shift_dz_vox,gas_corr_fixed,gas_corr_shifted,rbcfrac_corr_fixed,rbcfrac_corr_shifted,dismag_corr_fixed,dismag_corr_shifted,imprint_index,n_bins_split,dphi_rep_sd,snr_diss_cal,xecs_stable,grade,grade_parts
2023-01-31_000LL,35.1,1.7391145497306408,6,6.5294335627444235,7445.211462774153,5066.059182116889,93872,11.329147861646593,31.24078390432507,0.8080790864155446,0.1879900289756264,20.605718425089485,18.994507728824818,1.611210696264667,-2.4027197809599805,11.329147861646593,17.119055428009183,15.469843614106086,1.6492118139030971,-1.8485171438082908,12.678680838246862,35.66611888706296,34.21905139882172,1.4470674882412382,-4.796559868050586,5.691359770451742,24.74734854794825,22.013031491501366,2.7343170564468835,-1.637736499408355,9.896523171144477,1.0946527029840503,14.171590452270845,0.0894595367446472,-0.1190898546386719,56431,3.660956116459078,33.448969419840815,0.11075472701174886,0.029753149864436213,34.769895979160395,41.2715217714339,-6.501625792273508,-15.394308317191118,3.660956116459078,34.01702220923436,40.58228713745336,-6.565264928219001,-15.490672827264575,3.7210024799173604,59.321024419297196,63.74738518995813,-4.426360770660935,-12.251872548553628,1.65253004058399,40.44536370473837,46.29831079026521,-5.852947085526843,-14.76601188227663,3.037806099014907,-0.8697956764123836,19.70011705415485,-0.24452793787143345,0.15739465483009812,0.0013479644449223998,2,0.5682572639163814,0.6125119585824464,0.6439710974549023,0.6523523377149112,0.4173322960805006,0.44279487873266454,0.017081342392155086,16,3.0,55.4,yes,C,CAAA
2023-05-02_011BA,40.8,1.530407816792907,7,5.617233285596306,9347.688449135,5066.059182116889,94689,10.303616043986056,35.808042712015435,0.8004308842632196,0.2530917001974886,27.71599657827203,21.615066178831682,6.100930399440347,0.8464986921322719,10.303616043986056,21.886488320796335,16.458470576743757,5.428017744052578,1.1490371879878793,12.604703641065917,44.91967452534947,36.83288664042426,8.086787884925208,-0.046333879571967884,5.108045030271844,28.56870020735567,22.287565519319575,6.281134688036094,0.7194217400809038,9.338219310848588,5.103800593519309,12.6657874917337,0.021414908937464415,-0.21513711686233863,48460,5.187763793100293,33.04953399188087,0.4282913743293438,0.03369789517127528,30.538588526619893,30.708867083599085,-0.17027855697919136,-9.89342183457195,5.187763793100293,29.655967710936,29.895280355015508,-0.23931264407950792,-9.887534173528099,5.282354360219811,55.848132271892226,54.0388277323333,1.809304539558923,-10.062253128938124,2.169158782157191,32.33907551813087,33.78935096221042,-1.4502754440795513,-12.14893564061336,4.576912557209853,-1.2461184107552072,12.67657925849694,-0.23759731075507656,0.1473228840432943,0.0014479846430155133,3,0.480342980410158,0.5617473255216449,0.6447954379429832,0.6292974520592984,0.3333295803127192,0.2689416633175646,-0.04888993111146983,16,4.9,53.0,yes,C,BBAC
2023-05-02_012SR,32.7,1.851028074164933,6,7.00865804441374,11426.164352550266,5066.059182116889,81361,10.113171982263564,36.57881116049847,0.7190054202873613,0.23974631580241149,45.18995587566524,31.49074063677962,13.699215238885621,6.314781592204767,10.113171982263564,42.31509174682726,28.223650425784548,14.091441321042709,7.753805349291156,11.920456881112004,54.306367271608735,41.850930578392486,12.45543669321625,1.7515285165060845,5.1570875872788875,47.13412388598365,32.78302211264778,14.35110177333587,6.726012839286021,9.416700977325988,10.328349990012184,6.542838131598007,-0.10166653599582068,-0.3919010983420681,41141,7.910009878020077,36.33804266831503,0.5879779295593204,0.05002309132009431,44.36207189907878,33.37012609915037,10.99194579992841,1.8945618986103412,7.910009878020077,43.8297981219456,32.63488813456216,11.19490998738344,2.351359654124998,8.173983005635094,54.47035957240038,47.33285951508853,7.137500057311854,-6.780378178542001,3.770218560989197,47.013288203585304,35.300040822957804,11.7132473806275,1.9246470488676266,7.024904274525689,4.958580472317998,7.07943251074887,-0.656555508989556,-0.4619351466478833,0.002955294826859225,7,0.4330523339033538,0.6858664472178345,0.7885051136448549,0.8319742767334781,0.32424851006664973,0.5506005333494497,0.1828828601941767,16,7.8,62.9,yes,D,CBAC
2023-05-15_035EK,34.0,1.7882916499714003,6,6.740679942715567,8242.755735855062,5066.059182116889,137329,9.505713433245589,29.11727337601168,0.7032746178884285,0.23490304305718385,39.68790277363121,29.754105241162677,9.933797532468532,4.846545801298468,9.505713433245589,35.31550394974779,25.35259076850655,9.962913181241245,5.558350427558331,11.044104094173607,53.92913605505441,44.090170390174706,9.838965664879701,2.528144360425401,4.509068859712383,43.921292325286934,31.816077096299978,12.105215228986957,6.9182476624546325,8.462993823712042,7.555493257198459,10.245753904804067,-0.013820415946103835,-0.2766226501395833,80561,4.842215549708041,32.05597535833538,0.25463934161691143,0.06978562828167476,40.52084755650998,38.44678933516849,2.074058221341488,-6.718223725069812,4.842215549708041,37.48115133642029,36.20048868955932,1.2806626468609679,-7.6445162280931385,5.06999472180285,81.03877623621487,68.38907394585975,12.649702290355123,5.628882977894605,1.461265383605041,43.13777218580677,42.18488248352934,0.9528897022774245,-8.472534864472038,4.007186647264218,1.1031881749247587,9.7091394204822,-0.49363742405197963,-0.05979984616430792,0.0021747878981999012,8,0.49757084417047814,0.652494992694042,0.7896273673348894,0.8183338474368406,0.6960302509145625,0.7177320942934355,-0.007004636723078161,16,7.0,56.3,yes,D,CBAC
2023-05-18_000SV,32.9,1.841029157558528,6,6.96605222043554,9504.547913791544,5066.059182116889,135152,9.07964386845292,40.75654718309201,0.6782363561027583,0.15893956434237008,42.36045341541376,31.277452683930367,11.083000731483391,4.4953409976040675,9.07964386845292,39.97941427452913,28.88983540075425,11.089578873774876,4.819258622570366,9.963145268774442,54.96019738373447,43.912006205456926,11.048191178277541,2.7812662176801766,4.667016148164974,47.73734276894647,34.74154649213949,12.995796276806978,6.1096635825985,7.82199927953064,8.459217009240813,6.2162035168064325,-0.019328030179300862,-0.3004857415276928,75996,6.238012739606454,35.961856662286785,0.4076398757829359,0.021803779146270855,40.808726775093426,34.163733511940755,6.644993263152671,-2.5398114041419078,6.238012739606454,40.51843581431012,33.799690937420486,6.718744876889637,-2.4070776081677536,6.313004620068985,53.832226916113456,50.49599720974528,3.3362297063681723,-8.494728518759885,3.138053398133161,44.45313821688377,38.03844199910461,6.414696217779159,-3.73188925355646,5.150538989176233,2.8452505454867967,8.091361949120703,-0.3984469208543707,-0.21629994036520903,0.002464834835639366,12,0.3752046125427063,0.6237080997542144,0.7394847397725172,0.8071523110904129,0.6668746260160533,0.7108021210729123,-0.02374007626103669,16,5.9,59.2,yes,D,CBAC
2023-09-25_032WS,42.6,1.4773755381932516,6,5.379885400289419,5901.338320594234,5066.059182116889,109315,13.54477127760186,32.61204591685021,0.9217490737776152,0.1973013767552486,33.53702602570553,22.468023596643757,11.069002429061772,10.144564235422433,13.54477127760186,33.04272510741108,20.917963189298984,12.124761918112096,11.41403580257101,15.405308843093353,35.54803412462908,28.77427130451104,6.773762820118044,4.979860897023595,7.020827797260664,34.70452906637366,23.213579702645433,11.490949363728227,10.547013016880708,12.170834189327921,10.687391657119102,7.78611298897435,-0.176796273608387,-0.3716880997091273,77729,5.968074541462224,39.632848344203744,0.5745217357742928,0.06873882334778525,34.67946326338947,30.326084774819652,4.35337848856982,2.232165432713572,5.968074541462224,34.14057967010196,29.19351009188459,4.947069578217366,2.9280378014715005,6.236299499533887,41.98016095826315,45.67000223672077,-3.689841278457621,-7.195387867849931,2.797529216169072,33.54789982319721,31.593126596475006,1.9547732267222067,-0.4748291108248992,5.279181068950592,2.9231665668887614,8.590935992783539,-0.39179582617071235,-0.23762840097004642,0.0020873095469344043,4,0.5260702663346424,0.7125827865320714,0.8178946605990182,0.8408892764873697,0.5723904604173121,0.6930903284319644,0.09770525212630077,16,6.0,70.2,yes,C,BBAC
2023-11-02_036RL,31.0,1.9416040264103567,7,7.393003808139655,8198.012543800092,5066.059182116889,111205,6.471939120016331,56.110898689726135,0.41508025718268066,0.2670833145991637,43.96474978643047,37.37024889317262,6.594500893257845,-0.7179683601872995,6.471939120016331,40.436052218296034,33.093197126056324,7.342855092239709,0.48399177838290797,7.813043582013329,53.648025319012824,49.10712062230792,4.5409046967049065,-4.016327308843152,3.606714680373726,45.257839104860466,38.14250516594942,7.115333938911043,-0.441065357088398,6.039138799477968,6.314575416590908,2.0287003074824086,-0.051011305310848555,-0.24902459814129413,78154,4.056482004676387,52.689820152190556,0.0971031553087494,0.08597128745809555,55.042608183842155,47.66022210469958,7.382386079142577,-0.7646736337758284,4.056482004676387,53.643172114509696,46.09070572158009,7.5524663929296025,-0.5761509694500973,4.286023976507974,69.92111921416877,64.34699139003072,5.574127824138046,-2.7690070950212657,1.9999552084621546,57.15162279993541,50.36949340129709,6.782129398638318,-1.7152504576830552,3.6072298729219323,0.4206448976768598,7.258054970641761,-0.05089393511352089,0.03983051510587467,0.0030004699714923666,3,0.6750632548935576,0.7820497833696559,0.725955195877921,0.709012169129365,0.5859910188819436,0.7107276352620195,0.1416796431286319,16,,55.1,yes,D,CCBC
2023-11-17_005DS,31.4,1.919350313097455,8,7.298825415679277,,5066.059182116889,80611,2.3784771155074336,32.29662640079605,0.047871878527744355,0.35642778280879783,44.264430412722824,57.33863639010407,-13.074205977381247,-13.074205977381247,2.3784771155074336,37.73974055012626,49.58768371965711,-11.84794316953085,-11.84794316953085,3.2313908818982684,56.0455241542531,71.33389163130265,-15.288367477049547,-15.288367477049547,1.2845268746264937,42.0870418187326,55.67506889122576,-13.588027072493162,-13.588027072493162,2.5320223470852787,0.8443156107123487,-1.0961298517986504,-0.2133487613470587,-0.3399647545038754,56292,1.495055632975887,36.136751242804245,0.0,0.1969906913948696,42.776948767142756,68.24123942673052,-25.46429065958776,-25.464290659587775,1.495055632975887,39.559321283985575,65.33849205697318,-25.779170772987605,-25.779170772987605,1.6930609656520523,55.89322752277032,80.07394655588018,-24.180719033109867,-24.180719033109867,0.8955075299653268,43.11284788410217,69.14761789706903,-26.034770012966852,-26.034770012966852,1.4503836069397398,0.0,,,,0.002171335268964974,3,0.6500637739170226,0.735156774680695,,,,,,16,6.1,51.0,yes,D,CBCA
2024-02-19_037GD,51.9,1.2707529492176177,5,4.415859692723108,,5066.059182116889,99934,3.918061052415357,20.91673883357198,0.37717893809914543,0.3346408629695599,10.947225168611284,28.68500453006071,-17.737779361449427,-17.737779361449427,3.918061052415357,9.741021476267822,26.18020075463063,-16.439179278362808,-16.439179278362808,4.446811969036295,13.345493690568746,33.66525130465246,-20.319757614083713,-20.319757614083713,3.0211665594698216,11.323092442134579,28.90760973667243,-17.584517294537854,-17.584517294537854,3.9380139377857635,-5.191940612178407,8.201969097311466,-0.2619995579078789,-0.46977324089638667,28950,1.7850781522477537,23.205826396911846,0.0,0.012573402417962003,21.212435233160623,50.62076937348419,-29.408334140323564,-29.408334140323564,1.7850781522477537,21.279647379836284,50.55422698860623,-29.274579608769947,-29.274579608769947,1.7882014730343245,15.934065934065933,55.84654029139955,-39.912474357333615,-39.912474357333615,1.5491674216239668,21.096319498825373,51.22515778237086,-30.128838283545484,-30.128838283545484,1.7377734003946497,0.0,,,,0.0019500513951257945,2,0.40751017045491067,0.4642944604052186,,,,,,16,4.6,66.8,yes,B,ABBA
2024-02-21_043AS,50.9,1.2885827328033104,5,4.5026152859003785,6798.89221311249,5066.059182116889,103779,16.439572366022674,28.771081638587386,0.9678065890016284,0.16933098218329334,4.869000472157181,6.224330684414694,-1.3553302122575133,-3.117768190016946,16.439572366022674,4.917291139827854,5.371840739589298,-0.45454959976144416,-1.8869870840716931,18.263938943661287,4.632106071814715,10.406300079715335,-5.774194007900619,-9.15548036318695,7.983732729724962,5.399600778229781,6.996486798167531,-1.5968860199377506,-3.637790577275739,14.510867685080482,-0.8327046570228931,11.881325687720656,-0.46740969314955233,-0.5812114117260098,59783,7.324381921381071,25.35590586121758,0.8328454577388221,0.013716273857116571,9.499356004215246,15.5662756406914,-6.066919636476154,-10.43772232365684,7.324381921381071,9.300747926665876,15.354442364339945,-6.05369443767407,-10.38600876900903,7.374456491828512,23.78048780487805,30.798379876680304,-7.017892071802255,-14.156242229387026,3.343097447754942,12.130124549244265,19.245094457510874,-7.114969908266609,-12.113141521026257,6.153487719555102,-4.355748404340227,11.724604803106184,-0.431243254187844,-0.05723454774114819,0.0018974990402033417,6,0.4094567551241897,0.5819344447116179,0.5708606649330897,0.6274768403003508,0.5676444717272586,0.683191456782705,0.058930809688185315,16,2.8,62.7,yes,A,AAAA
